證券代號,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
3005,1989248,962,96440210,48.35,48.8,48.1,48.1,0.35,48.1,11,48.2,13,13.04
3006,727337,428,23753768,32.95,33.0,32.5,32.5,0.5,32.5,3,32.55,2,19.94
3008,517456,612,2320037140,4480.0,4520.0,4450.0,4460.0,20.0,4460.0,1,4475.0,2,22.62
3010,95257,94,5011842,52.5,52.9,52.4,52.6,0.1,52.6,7,52.8,8,8.61
3011,154001,60,1017806,6.79,6.79,6.56,6.6,0.19,6.6,9,6.66,2,0.0
3013,8565000,2024,123995700,14.1,14.7,14.05,14.45,0.3,14.4,5,14.5,21,12.68
3014,2438992,1682,96929881,39.6,40.1,39.1,39.75,0.45,39.75,7,39.8,53,13.16
3015,281058,114,5830646,20.7,20.8,20.65,20.75,0.05,20.7,20,20.75,3,138.33
3016,1470676,995,71086914,48.7,48.85,48.0,48.15,0.75,48.15,12,48.25,2,47.67
3017,10526763,5656,448085109,42.7,43.1,42.15,42.65,0.25,42.6,17,42.65,29,18.87
3018,168321,113,3887796,23.0,23.3,22.8,23.15,0.35,23.15,3,23.2,12,0.0
3019,1256691,973,99780432,79.9,80.4,79.0,79.0,1.4,79.0,154,79.1,1,18.33
3021,27013,18,396438,14.75,14.75,14.65,14.65,0.1,14.65,7,14.7,3,11.1
3022,478854,387,25881354,53.8,54.5,53.5,53.9,0.0,53.9,10,54.1,10,17.39
3023,792050,554,94950500,120.0,122.0,118.5,118.5,2.5,118.5,111,119.5,15,17.15
3024,158884,61,1027213,6.48,6.5,6.4,6.5,0.04,6.4,6,6.5,2,11.82
3025,268600,133,5650617,21.3,21.65,20.8,20.85,0.5,20.85,12,21.0,1,36.58
3026,4743080,3114,495742772,104.0,106.0,103.0,103.0,2.0,103.0,260,103.5,3,8.74
3027,105195,39,808213,7.71,7.76,7.65,7.76,0.06,7.72,16,7.76,7,4.51
3028,68001,44,1434621,21.15,21.15,21.05,21.1,0.05,21.05,49,21.1,63,12.94
3029,2383082,1444,80157538,33.15,34.1,32.85,34.0,0.6,33.95,8,34.0,36,13.23
3030,281443,218,13791251,49.25,49.3,48.8,48.8,0.75,48.75,13,49.0,3,11.99
3031,907675,355,14317929,15.8,15.95,15.55,15.7,0.2,15.7,1,15.8,25,17.25
3032,20350,25,518739,25.45,25.55,25.45,25.55,0.0,25.45,7,25.55,2,11.77
3033,237327,173,4296261,18.15,18.15,18.05,18.05,0.1,18.05,93,18.1,6,15.7
3034,5810797,3709,1059768943,184.5,185.5,181.0,181.0,6.0,181.0,195,181.5,16,13.8
3035,9062725,6196,503916702,57.7,57.8,54.0,55.2,2.9,55.2,73,55.3,13,43.12
3036,3411041,1849,118075348,34.95,34.95,34.5,34.6,0.4,34.55,34,34.6,30,7.85
3037,35449390,16862,1555594960,44.7,44.7,43.1,43.1,2.5,43.1,295,43.2,30,23.68
3038,2632160,1014,45896606,17.75,17.85,17.25,17.35,0.45,17.3,28,17.35,8,12.66
3040,23000,19,654800,28.5,28.5,28.4,28.5,0.0,28.4,11,28.5,7,20.36
3041,10886273,2661,154192752,14.15,14.3,14.0,14.3,0.2,14.25,19,14.3,183,0.0
3042,940248,654,36198395,39.0,39.0,38.2,38.5,0.5,38.45,10,38.5,6,18.08
3043,41830,14,111288,2.61,2.72,2.61,2.72,0.12,2.72,4,2.73,4,8.0
3044,1754379,833,192089867,110.5,110.5,108.5,108.5,2.5,108.5,67,109.0,11,10.4
3045,2231519,1496,251675647,113.0,113.5,112.5,112.5,1.0,112.5,884,113.0,172,24.62
3046,103126,85,2233183,21.65,22.2,21.15,21.15,0.25,21.15,2,21.5,3,49.19
3047,1678526,528,18172378,10.75,10.95,10.7,10.9,0.2,10.9,43,10.95,95,12.82
3048,7735614,3370,149335059,19.2,19.6,18.9,19.35,0.7,19.3,2,19.35,5,15.48
3049,4297465,1477,60553260,14.0,14.2,14.0,14.05,0.05,14.05,154,14.1,80,15.97
3050,541615,183,6213169,11.55,11.55,11.4,11.55,0.0,11.5,1,11.55,99,14.81
3051,60678,22,174186,2.85,2.9,2.85,2.86,0.08,2.86,15,2.9,7,0.0
3052,667892,262,8441185,12.6,12.85,12.45,12.65,0.1,12.65,43,12.7,15,0.0
3054,12000,12,298900,25.05,25.05,24.8,24.8,0.3,24.05,3,25.05,5,0.0
3055,37119,28,965787,26.1,26.1,25.95,25.95,0.15,25.95,1,26.0,3,36.55
3056,403150,228,9562960,23.85,23.85,23.65,23.75,0.1,23.75,11,23.8,17,0.0
3057,105022,43,740664,7.11,7.13,7.03,7.03,0.08,7.03,1,7.06,19,0.0
3058,83050,48,609282,7.38,7.39,7.31,7.39,0.03,7.32,3,7.39,6,0.0
3059,480108,283,11453502,24.0,24.05,23.7,23.75,0.25,23.7,50,23.75,15,44.81
3060,226400,115,3102687,13.85,13.85,13.65,13.65,0.1,13.65,42,13.75,20,0.0
3062,5424903,2200,98314679,17.7,18.6,17.65,17.8,0.1,17.8,153,17.85,5,45.64
3090,1191126,907,59609850,49.85,50.5,49.6,50.0,0.15,50.0,27,50.2,3,9.07
3094,49122,41,841586,17.3,17.3,17.05,17.15,0.0,17.1,5,17.15,1,42.88
3130,190,2,31730,,,,,0.0,167.0,1,169.5,1,20.02
3149,279851,132,2927184,10.35,10.55,10.3,10.55,0.2,10.45,3,10.55,6,0.0
3164,69105,26,1747711,25.3,25.35,25.15,25.35,0.0,25.2,4,25.35,6,21.3
3167,29310,22,939801,32.05,32.2,32.0,32.15,0.05,32.15,8,32.2,2,9.35
3189,2444730,1571,97575126,40.1,40.2,39.75,39.85,0.5,39.85,8,39.9,23,0.0
3209,158503,89,2964149,18.75,18.75,18.65,18.7,0.05,18.7,19,18.75,14,14.5
3229,56000,36,800200,14.2,14.4,14.2,14.4,0.0,14.2,7,14.4,4,0.0
3231,12590514,4350,330315764,26.3,26.4,26.1,26.1,0.15,26.1,71,26.15,36,13.18
3257,210004,147,12443832,59.2,59.6,59.1,59.1,0.7,59.1,24,59.2,2,118.2
3266,253000,111,3807300,15.2,15.2,14.9,15.05,0.35,15.05,46,15.15,11,0.0
3296,74000,37,1236850,16.9,16.95,16.55,16.8,0.0,16.7,2,16.8,3,9.44
3305,111000,81,2494250,22.7,22.7,22.3,22.65,0.2,22.5,2,22.6,1,22.43
3308,0,0,0,,,,,0.0,5.8,6,5.9,4,0.0
3311,92821,80,2178790,23.5,23.55,23.4,23.55,0.05,23.45,7,23.55,2,0.0
3312,889786,345,14122510,15.9,16.0,15.75,15.8,0.25,15.75,110,15.85,18,12.95
3321,88000,36,964950,11.1,11.1,10.9,10.95,0.1,10.9,5,11.0,10,0.0
3338,10370882,6945,1014970679,97.0,99.4,96.6,97.3,0.2,97.3,87,97.4,151,33.67
3346,84000,55,2750650,32.35,32.95,32.35,32.8,0.25,32.6,20,32.9,2,20.5
3356,9832622,6066,337462621,33.1,35.3,33.1,34.45,1.8,34.45,57,34.5,10,28.71
3376,785404,426,91794460,116.0,118.0,116.0,116.0,1.0,116.0,113,117.0,1,15.51
3380,2111415,874,49299369,23.3,23.65,23.15,23.55,0.05,23.4,1,23.55,49,57.44
3383,218889,74,220319,0.96,1.04,0.96,1.04,0.05,1.03,13,1.04,2,0.0
3406,18501539,14450,8754771057,487.5,491.5,459.5,459.5,28.0,459.5,22,460.0,3,58.99
3413,154791,154,17467092,114.0,114.5,112.0,112.0,2.5,112.0,28,113.0,21,12.23
3416,332528,202,18242033,54.5,55.5,54.2,55.0,1.6,54.8,5,55.1,4,16.47
3419,671000,343,11805398,17.7,17.75,17.4,17.55,0.15,17.55,12,17.6,8,65.0
3432,56050,26,725950,13.05,13.05,12.85,12.95,0.1,12.9,6,12.95,6,10.53
3437,243871,148,3601326,14.75,14.95,14.7,14.75,0.15,14.7,48,14.75,31,0.0
3443,2240770,1979,584564041,261.5,266.0,258.0,258.5,5.0,258.5,2,259.0,8,42.59
3450,1076838,711,56859941,53.5,53.5,52.5,52.8,0.7,52.7,5,52.8,35,20.54
3454,2029572,1603,208917481,101.5,106.0,100.0,100.0,0.0,100.0,98,101.0,3,24.88
3481,55965511,7257,385434266,6.92,6.99,6.8,6.8,0.23,6.8,3151,6.82,21,0.0
3494,44300,25,222960,5.07,5.08,5.01,5.04,0.03,5.01,4,5.05,1,0.0
3501,155600,122,7639139,49.5,49.5,49.0,49.0,0.5,49.0,18,49.15,2,8.52
3504,948000,713,75066900,79.7,79.9,78.4,79.5,0.7,79.2,1,79.6,3,56.79
3515,522350,423,37527229,72.0,72.8,71.1,71.7,0.2,71.7,2,71.8,2,19.75
3518,247190,131,5545386,22.6,22.75,22.1,22.45,0.25,22.45,1,22.5,9,0.0
3528,12154,13,457797,37.65,37.7,37.65,37.7,0.0,37.65,2,37.7,5,14.23
3530,1242000,986,123584400,97.1,101.0,97.0,98.3,0.3,98.3,13,98.7,6,57.49
3532,1140017,890,121269302,105.0,107.5,104.5,107.0,2.0,106.5,18,107.0,76,9.15
3533,2018895,1564,545348201,272.0,274.0,266.5,271.0,3.5,271.0,68,272.5,4,16.39
3535,1694201,826,39264872,23.55,23.55,23.0,23.1,0.6,23.1,43,23.15,34,7.04
3536,18039,11,112203,6.2,6.25,6.18,6.25,0.05,6.13,2,6.28,8,0.0
3545,683380,342,14753469,21.65,21.7,21.5,21.5,0.1,21.5,20,21.55,10,0.0
3550,80069,44,1147397,14.45,14.45,14.3,14.3,0.2,14.3,8,14.35,5,19.59
3557,328822,183,13223216,40.3,40.35,40.0,40.35,0.05,40.3,10,40.35,2,576.43
3563,327110,300,96148280,296.0,296.0,291.0,293.5,0.5,293.5,18,294.0,3,9.31
3576,2672175,665,22046635,8.31,8.31,8.22,8.23,0.07,8.23,10,8.24,10,0.0
3583,822350,503,44687520,55.1,55.1,53.1,54.7,1.0,54.6,1,54.7,8,8.85
3588,106090,73,2523214,24.0,24.05,23.6,23.65,0.45,23.6,6,23.85,1,59.12
3591,130407,91,1718951,13.25,13.3,13.1,13.2,0.1,13.2,1,13.25,9,55.0
3593,354067,111,2082253,5.6,6.16,5.36,5.99,0.39,5.99,2,6.16,7,0.0
3596,4282189,3000,379035340,90.0,90.0,88.0,88.0,2.6,88.0,224,88.1,3,15.38
3605,600093,285,14761331,24.4,24.95,24.3,24.7,0.2,24.7,5,24.75,7,9.88
3607,39300,35,670009,17.0,17.1,17.0,17.05,0.05,17.05,4,17.1,6,0.0
3617,76000,65,7337900,96.5,97.2,96.1,96.5,0.1,96.5,4,96.7,1,12.52
3622,169149,79,3281910,19.5,19.6,19.3,19.3,0.05,19.3,41,19.4,1,30.63
3645,1479784,1113,76870804,52.0,52.4,51.6,51.8,0.3,51.8,18,51.9,5,22.62
3653,1640330,1134,229466870,140.0,141.5,138.5,139.0,1.5,139.0,42,139.5,2,25.36
3661,14968763,10907,2634866115,172.0,183.0,171.0,171.5,2.0,171.5,13,172.0,63,51.66
3665,1030055,963,212574409,207.5,210.0,205.0,205.5,3.0,205.5,35,206.0,4,14.23
3669,48005,40,856638,17.75,17.95,17.75,17.9,0.15,17.9,1,17.95,6,52.65
3673,1912515,1160,110028912,57.8,58.3,57.1,57.6,0.2,57.5,1,57.6,37,50.97
3679,2000,2,93250,46.4,46.85,46.4,46.85,0.2,46.4,2,47.0,2,10.53
3682,6800311,1312,39591348,5.77,5.95,5.72,5.82,0.05,5.82,140,5.83,27,0.0
3686,516301,59,814761,1.56,1.64,1.54,1.64,0.1,1.55,66,1.64,10,0.0
3694,55000,33,1095500,19.9,20.05,19.85,19.85,0.15,19.8,5,19.9,9,0.0
3698,1284589,507,21339909,16.8,16.8,16.4,16.5,0.25,16.45,38,16.5,5,48.53
3701,14997,21,209208,14.2,14.2,13.85,14.0,0.0,13.7,10,14.0,1,20.0
3702,6321545,4114,233582690,37.35,37.4,36.7,36.75,0.75,36.75,67,36.8,13,9.8
3703,276811,116,4048648,14.6,14.7,14.6,14.6,0.05,14.6,113,14.65,6,6.16
3704,2172150,1041,42969111,19.9,19.9,19.7,19.75,0.25,19.75,23,19.8,74,45.93
3705,175593,121,7504220,42.8,42.9,42.6,42.7,0.0,42.7,2,42.85,3,15.64
3706,3020173,1270,78184148,26.15,26.2,25.7,25.7,0.4,25.7,27,25.95,11,9.96
3708,1651553,1168,138372018,84.1,84.5,82.8,83.6,0.2,83.5,10,83.7,8,5.42
3711,4620807,2659,337240959,73.5,74.0,72.3,72.4,1.6,72.4,46,72.5,190,18.71
3712,799543,416,16702306,20.75,21.05,20.7,20.7,0.1,20.65,15,20.7,2,0.0
4104,97263,97,5129239,52.7,52.9,52.5,52.8,0.1,52.7,8,52.8,2,14.19
4106,39195,36,925910,23.65,23.7,23.6,23.6,0.05,23.55,3,23.6,2,20.34
4108,98155,59,1880307,19.3,19.35,19.05,19.15,0.1,19.05,17,19.15,5,0.0
4119,1081972,776,111573099,103.0,104.5,101.5,102.5,1.0,102.5,10,103.0,16,14.58
4133,12042,13,336123,27.95,28.2,27.8,27.95,0.05,27.8,2,28.0,2,66.55
4137,4433840,3775,1039458060,235.0,238.0,230.5,232.0,3.0,232.0,32,233.0,3,13.72
4141,33000,22,559550,17.1,17.1,16.9,16.95,0.2,16.95,9,17.0,10,0.0
4142,1858409,663,46997986,25.6,25.6,25.15,25.4,0.1,25.4,36,25.45,5,0.0
4144,137599,100,4145308,29.8,30.4,29.8,30.4,0.6,30.0,5,30.5,1,20.97
4148,75027,64,3152204,42.0,42.7,41.25,42.05,0.2,42.05,6,42.1,1,18.2
4155,1623072,928,62146129,38.4,38.65,37.8,38.65,0.25,38.65,17,38.7,18,19.82
4164,503200,360,21465328,43.25,43.25,42.1,42.4,1.0,42.35,4,42.4,5,17.03
4190,465211,406,44347898,98.0,98.0,94.5,95.4,1.6,95.4,2,95.5,11,11.95
4306,330566,124,3881764,11.75,11.8,11.7,11.7,0.05,11.7,113,11.75,1,31.62
4414,1262161,317,14070727,11.4,11.5,11.05,11.05,0.3,11.05,110,11.1,2,0.0
4426,272730,245,15063950,55.5,55.6,55.0,55.0,0.6,55.0,54,55.2,3,24.23
4438,185494,164,26363142,143.0,143.0,141.5,142.0,0.5,141.5,11,142.0,2,15.33
4526,66576,57,1119351,16.9,16.9,16.75,16.8,0.1,16.8,1,16.85,3,18.67
4532,321378,233,7518843,23.5,23.55,23.25,23.3,0.25,23.3,11,23.4,1,13.55
4536,394593,239,54112851,136.5,138.5,136.5,136.5,0.5,136.5,24,137.0,1,12.9
4540,140300,111,8411000,59.4,60.4,59.4,59.8,0.0,59.7,13,59.9,1,20.69
4545,103150,72,2272679,22.6,22.6,21.8,22.15,0.25,21.95,1,22.2,2,0.0
4551,1167168,1009,209479667,179.0,182.5,175.5,182.0,2.5,181.0,1,182.0,11,26.11
4552,109728,79,4435898,40.5,40.55,40.3,40.35,0.25,40.35,6,40.4,1,7.43
4555,11100,12,545435,48.25,50.2,48.25,48.9,0.0,48.7,1,49.2,5,41.44
4557,14720,14,1020411,69.1,69.4,69.1,69.3,0.2,69.2,1,69.4,3,11.11
4560,242000,97,12344200,51.4,51.4,50.8,50.8,0.7,50.8,5,50.9,3,11.87
4562,12000,9,352300,29.3,29.6,29.1,29.6,0.05,29.1,3,29.6,3,21.45
4564,694250,445,35682575,51.0,52.3,50.6,51.1,0.2,51.1,1,51.2,3,14.99
4566,260954,179,12878671,49.4,49.9,48.9,49.4,0.15,49.35,1,49.4,11,16.25
4571,215000,66,17239000,80.4,80.8,80.0,80.2,0.1,80.1,2,80.2,5,15.63
4572,101400,86,15217500,151.0,152.0,148.5,149.5,1.5,149.5,1,150.5,2,17.2
4576,281200,208,21978739,77.5,79.7,77.1,79.0,0.7,78.9,1,79.0,8,57.66
4720,52006,27,728784,14.1,14.1,13.9,14.05,0.15,14.0,4,14.05,1,24.22
4722,3980,9,108251,27.1,27.2,27.1,27.15,0.15,27.15,6,27.35,19,10.95
4725,670051,285,10741326,16.2,16.2,16.0,16.05,0.15,16.05,22,16.1,39,0.0
4737,407420,269,26503114,63.3,66.3,63.3,65.1,0.5,65.0,4,65.1,2,28.3
4739,257037,235,20410409,80.1,80.1,79.0,79.2,1.1,79.1,13,79.2,2,41.47
4746,658300,381,23223454,34.6,35.9,34.5,35.55,0.95,35.55,2,35.6,3,0.0
4755,11000,8,463100,42.0,42.2,42.0,42.2,0.0,42.1,6,42.5,1,10.77
4763,176812,169,22006876,124.0,126.0,123.5,124.0,0.0,124.0,7,124.5,1,23.75
4764,14420,15,993500,69.0,69.0,68.6,68.9,0.1,68.8,2,69.0,4,10.97
4766,190000,164,28998000,152.0,153.5,151.5,151.5,0.5,151.5,1,152.0,1,21.1
4807,37017,26,1119861,30.0,30.4,30.0,30.4,0.4,30.1,1,30.4,2,0.0
4904,2668031,1876,192739132,72.2,72.7,72.0,72.1,0.1,72.1,41,72.2,196,27.11
4906,1716955,812,44216490,25.8,25.95,25.65,25.65,0.15,25.65,13,25.7,7,39.46
4912,608119,552,74020161,117.5,125.0,117.5,119.0,4.5,119.0,2,119.5,2,11.89
4915,4426005,2631,277256407,62.6,63.5,62.1,62.2,0.4,62.2,65,62.3,3,14.6
4916,918362,585,32119820,35.1,35.1,34.8,35.05,0.7,35.0,45,35.05,4,14.02
4919,1601816,963,79722650,49.75,50.2,49.5,49.6,0.4,49.6,21,49.65,2,18.24
4927,9570284,4654,369823067,38.45,39.3,38.15,38.85,2.2,38.85,35,38.9,2,6.66
4930,38176,34,399728,10.5,10.55,10.4,10.4,0.05,10.35,9,10.4,4,0.0
4934,848547,280,3964241,4.65,4.72,4.62,4.69,0.1,4.68,50,4.69,365,0.0
4935,3438690,2643,327208426,97.9,97.9,93.4,94.1,1.7,94.1,6,94.2,1,51.99
4938,4796664,2306,260997756,54.9,54.9,54.0,54.0,1.1,54.0,558,54.1,3,12.95
4942,434000,246,16013550,37.05,37.05,36.75,36.75,0.25,36.7,17,36.8,1,7.69
4943,3748788,2641,653750824,174.0,176.0,173.0,173.0,0.5,173.0,71,173.5,25,26.78
4952,156000,126,5104350,33.2,33.2,32.6,32.75,0.45,32.7,1,32.75,2,13.53
4956,107005,60,1478315,13.8,13.95,13.75,13.8,0.15,13.8,17,13.9,1,0.0
4958,3735009,2055,446940064,121.0,121.0,118.5,119.0,2.0,119.0,82,119.5,75,12.03
4960,703250,161,5784443,8.32,8.32,8.11,8.2,0.11,8.2,1,8.22,2,0.0
4961,1149062,551,40327468,35.3,35.5,34.9,35.05,0.55,35.0,19,35.15,3,15.93
4967,138000,63,3096950,22.5,22.5,22.4,22.45,0.0,22.45,14,22.5,12,27.05
4968,4360738,2856,905010956,198.0,212.0,198.0,212.0,19.0,212.0,433,,0,89.83
4976,442100,301,12984500,29.7,29.8,29.0,29.0,0.7,28.95,8,29.05,1,0.0
4977,967483,660,90901659,93.3,95.4,93.3,93.9,0.0,93.5,1,93.9,2,21.24
4989,277100,173,6874430,25.05,25.1,24.65,24.7,0.4,24.7,20,24.8,1,21.11
4994,662076,544,64876201,98.0,99.4,96.7,96.7,0.8,96.7,2,96.9,1,169.65
4999,99000,44,4138100,41.55,42.0,41.5,41.5,0.05,41.45,2,41.75,1,9.5
5007,34432,31,1762232,51.4,51.4,51.0,51.0,0.4,50.9,11,51.0,9,15.32
5203,1079238,939,105698054,97.5,100.0,95.1,95.1,0.4,95.1,1,95.5,7,27.09
5215,1891100,1456,122906900,64.2,66.2,64.0,64.0,0.1,64.0,10,64.1,1,15.8
5225,4303481,3167,270045370,62.5,64.5,60.9,62.1,2.9,62.1,4,62.7,2,8.36
5234,202100,185,17020290,83.6,84.8,83.6,83.8,0.2,83.8,4,83.9,2,12.74
5243,1390320,940,50739114,37.7,37.7,36.05,36.35,1.65,36.35,1,36.4,14,12.49
5258,274200,190,7813030,28.3,28.7,28.1,28.65,0.25,28.65,2,28.7,26,0.0
5259,44096,28,437368,10.0,10.1,9.9,9.9,1.1,10.0,10,11.45,2,0.0
5264,694712,535,37730787,55.2,55.2,54.1,54.2,0.8,54.2,15,54.3,14,0.0
5269,443328,430,221169500,493.5,503.0,493.5,500.0,4.5,497.0,2,500.0,7,27.93
5283,54000,43,4866900,90.2,90.3,90.1,90.1,0.2,90.1,4,90.3,5,9.34
5284,5000,5,265200,53.3,53.3,52.9,53.0,0.2,52.5,1,53.0,1,16.83
5285,165200,136,8555319,53.0,53.0,51.0,51.3,2.0,51.3,8,51.5,3,13.57
5288,343000,255,40003500,117.0,120.0,115.5,120.0,1.5,118.5,18,120.0,5,12.6
5305,348776,214,14356020,41.15,41.2,41.15,41.15,0.0,41.15,1113,41.2,710,14.86
5388,3626673,2518,298034121,80.3,83.2,80.2,82.5,1.5,82.4,1,82.5,35,23.11
5434,964837,526,92818313,96.8,96.8,95.7,96.5,0.0,96.2,2,96.5,9,10.63
5469,5614665,2666,223542958,39.05,40.1,38.7,40.0,0.6,39.95,10,40.0,12,8.89
5471,223000,167,7157850,31.9,32.35,31.9,32.05,0.1,32.05,16,32.15,4,14.77
5484,48969,33,528812,10.8,10.9,10.75,10.8,0.0,10.8,2,10.85,7,0.0
5515,95742,24,955673,9.98,10.0,9.97,10.0,0.04,9.98,13,9.99,3,17.24
